description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] POS DEBIT AT&T MOBILITY 9SWDGW,238.83,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT REGAL CINEMAS TBA44E,86.54,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PURCHASE STRAVA SUBSCRIPTION INDIANAPOLIS INUS,95.87,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] POS DEBIT GRUBHUB H5HGKU,63.18,debit,Dining,Food & Drink,GRUBHUB,True
[debit] PURCHASE CITY PARKING AUTH DENVER COUS,30.76,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] SQ *APPLE.COM/BILL INDIANAPOL IN,138.17,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] CAMPUS CROSSING DES:PAYMENT ID:E37BYGJED6 INDN:CARDHOLDER,2231.82,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[credit] POS DEBIT DOORDASH DRIVER PAY 6PTHRH,3132.59,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] NIPSCO CHICAGO IL,233.95,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] DIRECT DEP PAYROLL DES:BILLPAY ID:460R3N1KXF INDN:CARDHOLDER,2368.81,credit,Income,Income,DIRECT DEP PAYROLL,True
[debit] SQ *BARNES NOBLE DENVER CO,268.87,debit,Shopping,Shopping,BARNES NOBLE,True
[debit] ALASKA AIR #1913 PHOENIX AZ,1080.73,debit,Travel,Transportation,ALASKA AIR,True
[debit] PURDUE UNIVERSITY DES:DIRECT DEP ID:QXXNN7JNFW INDN:CARDHOLDER,702.44,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] APPLE.COM/BILL DES:DIRECT DEP ID:3VMNM1NXYT INDN:CARDHOLDER,23.11,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] REGAL CINEMAS #5395 WEST LAFAYETTE IN,80.01,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] ONLINE XFER TO SAV*FH07CD61UE,487.07,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] OPENAI CHATGPT SUB*ECY4S38QPC,16.04,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] PURCHASE NIKE.COM DENVER COUS,226.22,debit,Shopping,Shopping,NIKE.COM,True
[debit] REPUBLIC SERVICES DES:ACH PMT ID:9XYMMZBVUP INDN:CARDHOLDER,285.79,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[debit] MARATHON PETRO AUSTIN TX,40.53,debit,Gas,Transportation,MARATHON PETRO,True
[debit] WINGSTOP*0CWGYAL2,48.82,debit,Dining,Food & Drink,WINGSTOP,True
[debit] POS DEBIT ONLINE XFER TO SAV NEKY19,824.81,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] SPOTHERO WEST LAFAYETTE IN,51.47,debit,Rideshare,Transportation,SPOTHERO,True
[debit] PLANET FITNESS DES:BILLPAY ID:2GRADZ2RS4 INDN:CARDHOLDER,43.54,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] APPLE.COM/BILL*78WXADUTZC,201.25,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] SQ *BLUE BOTTLE #7177 WEST LAFAYETTE IN,14.32,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] DAVE AND BUSTERS #9374 NASHVILLE TN,101.53,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] TARGET #2362 AUSTIN TX,255.53,debit,Shopping,Shopping,TARGET,True
[debit] BIRD RIDES SAN FRANCISCO CA,45.05,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] GOOGLE FIBER DES:DEPOSIT ID:1Y8029GTDR INDN:CARDHOLDER,197.94,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[credit] FIDELITY DIVIDEND DES:DEPOSIT ID:LS8QAMGA94 INDN:CARDHOLDER,3016.82,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] ENTERPRISE RENT A CAR #1186 WEST LAFAYETTE IN,201.3,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[credit] POS DEBIT HILTON GARDEN INN E8KZ11,270.78,credit,Travel,Transportation,HILTON GARDEN INN,True
[debit] LA FITNESS DES:DEPOSIT ID:Q192B369TV INDN:CARDHOLDER,126.61,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] BARNES NOBLE COLLEG DES:DEPOSIT ID:T0UEF7HQN1 INDN:CARDHOLDER,800.9,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] POS DEBIT THE LODGE APTS FRMEH7,2281.35,debit,Rent,Bills & Housing,THE LODGE APTS,True
[credit] APPLE CASH TRANSFER DES:DIRECT DEP ID:WLWEFVWWAR INDN:CARDHOLDER,861.55,credit,Income,Income,APPLE CASH TRANSFER,True
[debit] SPEEDWAY*V7KSRY2,29.98,debit,Gas,Transportation,SPEEDWAY,True
[debit] PLANET FITNESS*PYFFXZK,108.69,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] DISNEY PLUS DES:ACH PMT ID:CX4UGFPZNG INDN:CARDHOLDER,35.49,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] SPEEDWAY*BMJ1JYSLC,84.32,debit,Gas,Transportation,SPEEDWAY,True
[debit] ADOBE INC*263SJD,58.47,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] POS DEBIT ZELLE PAYMENT 5D1DA9,71.16,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[debit] SQ *ALDI BROOKLYN NY,169.19,debit,Groceries,Food & Drink,ALDI,True
[debit] POS DEBIT OLIVE GARDEN 8V1DH6,57.63,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] TIM HORTONS #7777 CHICAGO IL,19.72,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] CAMPUS CROSSING DENVER CO,2200.92,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] POS DEBIT MARRIOTT HOTELS RSJ55R,174.37,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] POS DEBIT MTA VENDING MACH K15A5T,9.34,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] ANYTIME FITNESS DES:ACH PMT ID:C3DDUWHJ03 INDN:CARDHOLDER,25.24,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] MTA VENDING MACH #7631 SAN FRANCISCO CA,24.22,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] SPEEDWAY*RU15RHAA9,16.63,debit,Gas,Transportation,SPEEDWAY,True
[debit] PURCHASE DAVE AND BUSTERS SAN FRANCISCO CAUS,81.57,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[credit] IRS TREAS 310 TAX REF DES:ACH PMT ID:YUXQS4MJ64 INDN:CARDHOLDER,2395.03,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] NIPSCO DES:DEPOSIT ID:HZ0EN28MQR INDN:CARDHOLDER,88.95,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] UPWORK ESCROW AUSTIN TX,2219.68,credit,Income,Income,UPWORK ESCROW,True
[debit] POS DEBIT BARNES NOBLE COLLEG 9YTDJ7,693.5,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] SPEEDWAY*KVGX6FL52N,69.38,debit,Gas,Transportation,SPEEDWAY,True
[debit] SQ *PEETS COFFEE BROOKLYN NY,22.45,debit,Coffee,Food & Drink,PEETS COFFEE,True
[credit] ETSY PAYOUT DES:DIRECT DEP ID:EF72UPVT65 INDN:CARDHOLDER,570.24,credit,Income,Income,ETSY PAYOUT,True
[debit] PURCHASE WAWA ATLANTA GAUS,53.51,debit,Gas,Transportation,WAWA,True
[debit] PURCHASE SCOOTERS COFFEE INDIANAPOLIS INUS,15.74,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] REDSTONE PROPERTIES DES:PAYMENT ID:PAFHDDDMLH INDN:CARDHOLDER,2371.23,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] ORANGETHEORY DES:DIRECT DEP ID:PTXPBQZGT0 INDN:CARDHOLDER,77.75,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] POS DEBIT BP PRODUCTS NC54Q7,26.98,debit,Gas,Transportation,BP PRODUCTS,True
[debit] TST* BAR LOUIE BROOKLYN NY,46.08,debit,Dining,Food & Drink,TST* BAR LOUIE,True
[debit] POS DEBIT F45 TRAINING AS8SZH,31.96,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] PELOTON MEMBERSHIP DES:DEPOSIT ID:SBC1Y0EX8S INDN:CARDHOLDER,127.82,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] NOODLES AND CO #8071 WEST LAFAYETTE IN,50.21,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] WALGREENS #931 BROOKLYN NY,358.75,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] MTA VENDING MACH*JJPTFPQYG,38.27,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] REDSTONE PROPERTIES DES:DIRECT DEP ID:1QE2YDHMTD INDN:CARDHOLDER,1624.56,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] MCGRAW HILL DES:PAYMENT ID:56X7XKYHX3 INDN:CARDHOLDER,222.26,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] POS DEBIT THE LODGE APTS 8YVE1Y,2253.43,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] SQ *BIRD RIDES NASHVILLE TN,58.88,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] SPOTIFY USA*1FPKVB1RZ,37.51,debit,Subscriptions,Entertainment,SPOTIFY USA,True
[debit] APPLE.COM/BILL DES:PAYMENT ID:T0F2WF11L6 INDN:CARDHOLDER,16.44,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] PURCHASE ZOCDOC BROOKLYN NYUS,73.04,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] SPOTIFY USA DES:PAYMENT ID:3ANDQU6EFM INDN:CARDHOLDER,54.92,debit,Subscriptions,Entertainment,SPOTIFY USA,True
[credit] VA BENEFITS DES:PAYMENT ID:AK9DW5REKX INDN:CARDHOLDER,395.01,credit,Income,Income,VA BENEFITS,True
[debit] ATM SURCHARGE KEGX,19.14,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] COURSERA INC DES:BILLPAY ID:Y5TCQ0AMVK INDN:CARDHOLDER,172.61,debit,Education,Bills & Housing,COURSERA INC,True
[debit] STRAVA SUBSCRIPTION DES:DEPOSIT ID:4SD6SEHZYN INDN:CARDHOLDER,138.06,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] HARRIS TEETER #7937 DENVER CO,112.77,debit,Groceries,Food & Drink,HARRIS TEETER,True
[debit] POS DEBIT COSTCO WHSE TWA3CW,444.65,debit,Shopping,Shopping,COSTCO WHSE,True
[credit] GITHUB INC DES:DIRECT DEP ID:JQ4F10VQPN INDN:CARDHOLDER,5.69,credit,Subscriptions,Entertainment,GITHUB INC,True
[debit] MARRIOTT HOTELS*HL78ZLS,706.81,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] HILTON GARDEN INN*W0CHH3J,127.29,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] COURSERA INC*SK1YBAE3,1707.18,debit,Education,Bills & Housing,COURSERA INC,True
[debit] WILLOW CREEK APTS DES:PAYMENT ID:MGHKVE1UT5 INDN:CARDHOLDER,733.0,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[credit] UPWORK ESCROW BROOKLYN NY,2018.68,credit,Income,Income,UPWORK ESCROW,True
[debit] BIRD RIDES*H620B0UZ,16.32,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] SQ *VIENNA ESPRESSO #2683 COLUMBUS OH,15.11,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[debit] SPOTHERO SEATTLE WA,54.3,debit,Rideshare,Transportation,SPOTHERO,True
[debit] HILTON GARDEN INN*1AG6UQB,642.16,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] PROGRESS RESIDENTIAL DES:ACH PMT ID:DE2BXARWCA INDN:CARDHOLDER,2025.41,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] PURCHASE EXXONMOBIL BROOKLYN NYUS,68.4,debit,Gas,Transportation,EXXONMOBIL,True
[debit] SQ *TARGET DENVER CO,108.58,debit,Groceries,Food & Drink,TARGET,True
[debit] OVERDRAFT FEE NHRH,26.71,debit,Fees,Transfers & Fees,OVERDRAFT FEE,True
[debit] CORTLAND MGMT DES:PAYMENT ID:4W91B42RFL INDN:CARDHOLDER,1346.53,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] WALMART SUPERCENTER PHOENIX AZ,147.83,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] HULU*0WMYPM,3.19,debit,Subscriptions,Entertainment,HULU,True
[debit] OVERDRAFT FEE DFLF,7.94,debit,Fees,Transfers & Fees,OVERDRAFT FEE,True
[debit] SQ *WALMART SUPERCENTER COLUMBUS OH,42.26,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] POS DEBIT CITY PARKING AUTH YBYQVS,52.9,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] WAWA #4044 INDIANAPOLIS IN,70.45,debit,Gas,Transportation,WAWA,True
[debit] THE LODGE APTS DES:BILLPAY ID:9716R2HYMC INDN:CARDHOLDER,1122.58,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] DISNEY PLUS DENVER CO,55.02,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] ALASKA AIR #765 DENVER CO,872.76,debit,Travel,Transportation,ALASKA AIR,True
[debit] POS DEBIT F45 TRAINING AM8HMX,124.79,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] SAMS CLUB*0RSPXF4,121.6,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] VENMO CASHOUT*WUQ6U215,145.43,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] CASH APP TRANSFER #9218 CHICAGO IL,95.4,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] CITY WATER WORKS DES:DEPOSIT ID:GZ1GAD7J3D INDN:CARDHOLDER,253.81,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] POS DEBIT TOPGOLF 3PD3WY,59.88,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] REGAL CINEMAS #316 AUSTIN TX,31.78,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] CAMPUS CROSSING DES:PAYMENT ID:FCXHGSSQVJ INDN:CARDHOLDER,768.03,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] CARIBOU COFFEE #7593 NASHVILLE TN,11.06,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] LA FITNESS DES:BILLPAY ID:RM1E9T53A0 INDN:CARDHOLDER,127.46,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] WAYFAIR #7014 CHICAGO IL,193.85,debit,Shopping,Shopping,WAYFAIR,True
[credit] IRS TREAS 310 TAX REF*BELBW78,395.43,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] BARNES NOBLE COLLEG DES:PAYMENT ID:62FJGVPDAL INDN:CARDHOLDER,1620.4,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] PELOTON MEMBERSHIP ATLANTA GA,159.51,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] CITY WATER WORKS DES:BILLPAY ID:YB8T5N9Q0S INDN:CARDHOLDER,230.53,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] YMCA MEMBERSHIP DES:ACH PMT ID:CV4S52UVGY INDN:CARDHOLDER,49.14,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[debit] LATE PAYMENT FEE ZWDT,14.31,debit,Fees,Transfers & Fees,LATE PAYMENT FEE,True
[debit] SQ *CIRCLE K WEST LAFAY IN,34.19,debit,Gas,Transportation,CIRCLE K,True
[debit] CITY PARKING AUTH*FH86UCWBHR,41.83,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] PROGRESS RESIDENTIAL DES:ACH PMT ID:39N4LDDUWE INDN:CARDHOLDER,1008.89,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] POS DEBIT SQ *LUMINARY BAKERY 9M79AK,7.75,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] ZOCDOC*5ZXUKLRLV,219.11,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] SAMS CLUB*B9TUB8,11.18,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] POS DEBIT SQ *BLUE BOTTLE X1LSFW,6.68,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] PROGRESS RESIDENTIAL DES:DIRECT DEP ID:HE6D0KKH7V INDN:CARDHOLDER,2245.06,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] SPECTRUM DES:DEPOSIT ID:30QB4TJ03P INDN:CARDHOLDER,273.97,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] PARKMOBILE #105 DENVER CO,51.17,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] ADOBE INC DES:PAYMENT ID:1RR0DJ7NHX INDN:CARDHOLDER,3.01,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] VENMO CASHOUT #4767 DENVER CO,430.22,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] LA FITNESS NASHVILLE TN,10.75,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] WINGSTOP*8HT6P7U0,79.84,debit,Dining,Food & Drink,WINGSTOP,True
[debit] PANDA EXPRESS #6943 SAN FRANCISCO CA,34.55,debit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] WALGREENS #6361 WEST LAFAYETTE IN,77.04,debit,Shopping,Shopping,WALGREENS,True
[credit] GREYSTAR PROPERTY DES:PAYMENT ID:62A7HN766P INDN:CARDHOLDER,667.34,credit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] WILLOW CREEK APTS DES:ACH PMT ID:2ZLU72JWSY INDN:CARDHOLDER,983.18,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] AT&T MOBILITY DES:ACH PMT ID:AF6L1GGDW3 INDN:CARDHOLDER,222.93,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT ENTERPRISE RENT A CAR Y1YSAR,768.48,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[debit] CASEYS GEN STORE COLUMBUS OH,66.46,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] POS DEBIT SPECTRUM 7T17J3,35.01,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] PURCHASE GITHUB INC SEATTLE WAUS,3.23,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] SQ *RAISING CANES AUSTIN TX,38.09,debit,Dining,Food & Drink,RAISING CANES,True
[debit] SQ *BLUE BOTTLE*9X4LP43M4T,6.07,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] SPOTIFY USA DES:ACH PMT ID:V18URMECWU INDN:CARDHOLDER,3.65,debit,Subscriptions,Entertainment,SPOTIFY USA,True
[debit] ORANGETHEORY*4GTC1E9URM,47.42,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] AT&T MOBILITY DES:ACH PMT ID:G3ZVD1G8V0 INDN:CARDHOLDER,105.59,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] GIANT EAGLE #1359 SEATTLE WA,145.17,debit,Groceries,Food & Drink,GIANT EAGLE,True
[debit] SPEEDWAY*UFHJ5V,24.28,debit,Gas,Transportation,SPEEDWAY,True
[credit] ZELLE PAYMENT DES:PAYMENT ID:1ECV6J2XQS INDN:CARDHOLDER,3469.04,credit,Income,Income,ZELLE PAYMENT,True
[debit] BIRD RIDES #6092 COLUMBUS OH,32.5,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] DATACAMP PHOENIX AZ,521.62,debit,Education,Bills & Housing,DATACAMP,True
[debit] APPLE.COM/BILL #1307 SAN FRANCISCO CA,415.31,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] PURCHASE MAIN EVENT INDIANAPOLIS INUS,88.94,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] CIRCLE K #5592 DENVER CO,26.06,debit,Gas,Transportation,CIRCLE K,True
[debit] POS DEBIT BARNES NOBLE COLLEG 2K27VF,1204.17,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] CVS PHARMACY*Y2UCTW,350.78,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[debit] SAMS CLUB*P86LFU8XF,130.55,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] COURSERA INC*AG3BGSB,382.06,debit,Education,Bills & Housing,COURSERA INC,True
[debit] CURB TAXI*DSXPX9,53.31,debit,Rideshare,Transportation,CURB TAXI,True
[debit] LA FITNESS DES:DIRECT DEP ID:F1SKDADA40 INDN:CARDHOLDER,105.95,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] PLANET FITNESS SEATTLE WA,32.91,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] PURCHASE MARRIOTT HOTELS AUSTIN TXUS,601.31,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] POS DEBIT F45 TRAINING 14N11Z,27.87,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] WIRE TRANSFER OUT DENVER CO,429.81,debit,Transfer,Transfers & Fees,WIRE TRANSFER OUT,True
[debit] TICKETMASTER #1963 SAN FRANCISCO CA,22.09,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] HERTZ RENT A CAR #4154 BROOKLYN NY,1196.06,debit,Travel,Transportation,HERTZ RENT A CAR,True
[credit] POS DEBIT FIDELITY DIVIDEND 7DUMUN,509.7,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] POS DEBIT CARIBOU COFFEE EUUMB4,3.52,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] PURDUE UNIVERSITY DES:DEPOSIT ID:GA7QN37NQN INDN:CARDHOLDER,133.41,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] MAIN EVENT COLUMBUS OH,131.36,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] MCGRAW HILL DES:BILLPAY ID:4CL8GE17XC INDN:CARDHOLDER,445.2,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] ONLINE XFER TO SAV #7630 WEST LAFAYETTE IN,643.0,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] APPLE CASH TRANSFER CHICAGO IL,442.77,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] TICKETMASTER*6HZSN0,160.95,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] POS DEBIT TARGET 9UGNUQ,63.85,debit,Groceries,Food & Drink,TARGET,True
[credit] POS DEBIT DOORDASH DRIVER PAY UP8P8W,3475.06,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] POS DEBIT UNITED AIRLINES 9W78RD,1153.5,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] THE LODGE APTS DES:BILLPAY ID:04FF1LYNXM INDN:CARDHOLDER,1840.06,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] GOOGLE FIBER DES:ACH PMT ID:F5PMFFK0G2 INDN:CARDHOLDER,122.77,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[credit] SQ *WIRE TRANSFER OUT WEST LAFAY IN,346.83,credit,Transfer,Transfers & Fees,WIRE TRANSFER OUT,True
[credit] POS DEBIT WALMART SUPERCENTER V8NKZL,161.92,credit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] PURCHASE COSTCO WHSE SAN FRANCISCO CAUS,79.07,debit,Gas,Transportation,COSTCO WHSE,True
[debit] POS DEBIT BIRD RIDES 5TC73M,29.14,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] POS DEBIT APPLE CASH TRANSFER KKNKGV,267.05,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] UNIV BOOKSTORE DES:ACH PMT ID:BAZUUSVDZ3 INDN:CARDHOLDER,1097.39,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[credit] TST* BAR LOUIE #3779 SAN FRANCISCO CA,87.34,credit,Dining,Food & Drink,TST* BAR LOUIE,True
[debit] ENTERPRISE RENT A CAR #6731 CHICAGO IL,887.73,debit,Travel,Transportation,ENTERPRISE RENT A CAR,True
[debit] PURCHASE EDX INC NASHVILLE TNUS,1427.31,debit,Education,Bills & Housing,EDX INC,True
[debit] APPLE.COM/BILL DES:ACH PMT ID:D87CZ2QQXZ INDN:CARDHOLDER,23.73,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] GREYSTAR PROPERTY DES:DIRECT DEP ID:L4DWXVTAL7 INDN:CARDHOLDER,1798.23,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] AMC ONLINE #994 DENVER CO,173.28,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] SQ *DAVE AND BUSTERS BROOKLYN NY,17.67,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] PLANET FITNESS DES:DEPOSIT ID:ZSJHHTX8Y0 INDN:CARDHOLDER,49.16,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] STRAVA SUBSCRIPTION COLUMBUS OH,18.4,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] GREYSTAR PROPERTY*1V792NZTR,915.02,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[credit] STRIPE TRANSFER DES:PAYMENT ID:G18739PCSA INDN:CARDHOLDER,3096.44,credit,Income,Income,STRIPE TRANSFER,True
[credit] ZELLE PAYMENT DES:DIRECT DEP ID:6B15JZXSFV INDN:CARDHOLDER,3751.92,credit,Income,Income,ZELLE PAYMENT,True
[debit] PURCHASE CURB TAXI DENVER COUS,56.7,debit,Rideshare,Transportation,CURB TAXI,True
[debit] REDSTONE PROPERTIES*72RLT04F2Y,1571.82,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[credit] DOORDASH DRIVER PAY DES:PAYMENT ID:U68UZE8STJ INDN:CARDHOLDER,3984.39,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] PURCHASE HILTON GARDEN INN INDIANAPOLIS INUS,1014.05,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] YMCA MEMBERSHIP DES:DEPOSIT ID:P0TGG66SUT INDN:CARDHOLDER,31.45,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[debit] POS DEBIT COSTCO WHSE J67H24,131.49,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] SQ *MAIN EVENT NASHVILLE TN,70.32,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] POS DEBIT RAISING CANES 42SD7Z,16.4,debit,Dining,Food & Drink,RAISING CANES,True
[credit] PURCHASE FIDELITY DIVIDEND COLUMBUS OHUS,3072.54,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] NIKE.COM ATLANTA GA,415.85,debit,Shopping,Shopping,NIKE.COM,True
[credit] DOORDASH DRIVER PAY DES:DIRECT DEP ID:PQKC1C96XM INDN:CARDHOLDER,881.33,credit,Income,Income,DOORDASH DRIVER PAY,True
